Activity ID	Primary Resource	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)
 VCS-HPP-0241cZ	HP.HP	Health Physics Periodic Trend Reports - Rev00 - C-Res2	22-Nov-16	02-Dec-16	07-Nov-16	05-Dec-16
 VCS-HPP-0247b	HP.HP	Administrative Communication Guidelines - Rev00 - Draft	13-Oct-16	23-Nov-16	13-Oct-16	10-Nov-16
 VCS-HPP-0247c	HP.HP	Administrative Communication Guidelines - Rev00 - Review	28-Nov-16	28-Dec-16	11-Nov-16	15-Nov-16
 VCS-HPP-0247cW	HP.HP	Administrative Communication Guidelines - Rev00 - C-Res1	29-Dec-16	09-Jan-17	15-Nov-16	07-Dec-16
 VCS-HPP-0247cX	HP.HP	Administrative Communication Guidelines - Rev00 - C-QR	10-Jan-17	27-Jan-17	01-Dec-16	06-Dec-16
 VCS-HPP-0249b	HP.HP	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - Draft	17-Oct-16	28-Nov-16	17-Oct-16	01-Nov-16
 VCS-HPP-0249c	HP.HP	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - Review	29-Nov-16	29-Dec-16	01-Nov-16	11-Nov-16
 VCS-HPP-0249cW	HP.HP	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-Res1	30-Dec-16	10-Jan-17	11-Nov-16	16-Nov-16
 VCS-HPP-0249cX	HP.HP	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-QR	11-Jan-17	30-Jan-17	11-Nov-16	02-Dec-16
 VCS-HPP-0249cY	HP.HP	Health Physics Guidelines for Evaluating Operating Experience - Rev00 - C-5059	11-Jan-17	30-Jan-17	28-Nov-16	15-Dec-16
 VCS-HPP-0401.001b	HP.HP	Planning and Maintaining RWPS - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0401.002b	HP.HP	Creating,Revising and Terminating RWPS Using Sentinel - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0401.003b	HP.HP	Performing RWP Pre Job Briefings - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0411b	HP.HP	Monitoring Exposure with Multibadging - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0415cX	HP.HP	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-QR	20-Oct-16	18-Nov-16	09-Nov-16	15-Nov-16
 VCS-HPP-0415cY	HP.HP	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-5059	20-Oct-16	18-Nov-16	09-Nov-16	15-Nov-16
 VCS-HPP-0415cZ	HP.HP	Operation of Trinuke filtration system and the Scavenger SS-100 remote Underwater Cleaning&Insp Vehicle - Rev00 -C-Res2	21-Nov-16	01-Dec-16	15-Nov-16	05-Dec-16
 VCS-HPP-0505b	HP.HP	Issuance and Termination of Personnel Dosimetry - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0518b	HP.HP	Exposure Documentation Control - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-HPP-0633e	HP.HP	Inspection, maintenance and Storage of Respiratory Protective Devices - Rev00 - Validate	25-Oct-16	21-Nov-16	25-Oct-16	28-Nov-16
 VCS-HPP-0652e	HP.HP	Respirator Decision Logic - Rev00 - Validate	25-Oct-16	21-Nov-16	25-Oct-16	28-Nov-16
 VCS-HPP-0711c	HP.HP	Unconditional release of trash and Scrap Materials - Rev00 - Review	18-Oct-16	30-Nov-16	28-Nov-16	30-Nov-16
 VCS-HPP-0924b	HP.HP	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - Draft	14-Oct-16	28-Nov-16	14-Oct-16	15-Nov-16
 VCS-HPP-0924c	HP.HP	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - Review	29-Nov-16	29-Dec-16	15-Nov-16	15-Nov-16
 VCS-HPP-0924cW	HP.HP	Operation and Maintenance of High Pressure SCBA Compressor - Rev00 - C-Res1	30-Dec-16	10-Jan-17	15-Nov-16	01-Dec-16
 VCS-HPP-1000b	HP.HP	Conduct of Environmental - Rev00 - Draft	17-Oct-16	28-Nov-16	17-Oct-16	28-Nov-16
 VCS-HPP-1000c	HP.HP	Conduct of Environmental - Rev00 - Review	29-Nov-16	29-Dec-16	28-Nov-16	28-Dec-16
 VCS-HPP-1011b	HP.HP	Annual Census - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	04-Nov-16
 VCS-HPP-1011c	HP.HP	Annual Census - Rev00 - Review	15-Dec-16	17-Jan-17	07-Nov-16	09-Nov-16
 VCS-HPP-1011cW	HP.HP	Annual Census - Rev00 - C-Res1	18-Jan-17	26-Jan-17	09-Nov-16	09-Nov-16
 VCS-HPP-1011cX	HP.HP	Annual Census - Rev00 - C-QR	27-Jan-17	15-Feb-17	09-Nov-16	09-Nov-16
 VCS-HPP-1011cY	HP.HP	Annual Census - Rev00 - C-5059	27-Jan-17	15-Feb-17	09-Nov-16	09-Nov-16
 VCS-HPP-1011cZ	HP.HP	Annual Census - Rev00 - C-Res2	16-Feb-17	24-Feb-17	09-Nov-16	30-Nov-16
 VCS-HPP-1011d	HP.HP	Annual Census - Rev00 - Approval	27-Feb-17	10-Mar-17	11-Nov-16	22-Nov-16
 VCS-HPP-1011e	HP.HP	Annual Census - Rev00 - Validate	01-May-17	05-May-17	01-Dec-16	02-Dec-16
 VCS-HPP-1033b	HP.HP	Environmental Tritium Counting and Activity Determination - Rev00 - Draft	01-Nov-16	14-Dec-16	01-Nov-16	14-Dec-16
 VCS-ISP-004c	SA.Safety	Confined Space Entry - Rev00 - Review	01-Sep-16	30-Nov-16	01-Sep-16	30-Nov-16
 VCS-ISP-008c	SA.Safety	Bloodborne Pathogen Exposure Control Plan - Rev00 - Review	01-Sep-16	02-Nov-16	01-May-17	30-May-17
 VCS-ISP-008cW	SA.Safety	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-Res1	03-Nov-16	11-Nov-16	31-May-17	08-Jun-17
 VCS-ISP-008cX	SA.Safety	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-QR	14-Nov-16	05-Dec-16	09-Jun-17	28-Jun-17
 VCS-ISP-008cY	SA.Safety	Bloodborne Pathogen Exposure Control Plan - Rev00 - C-5059	14-Nov-16	05-Dec-16	09-Jun-17	28-Jun-17
 VCS-ISP-028cX	SA.Safety	Confined Space Monitor Calibration and Testing - Rev00 - C-QR	20-Oct-16	11-Nov-16	07-Nov-16	11-Nov-16
 VCS-ISP-028cY	SA.Safety	Confined Space Monitor Calibration and Testing - Rev00 - C-5059	20-Oct-16	09-Nov-16	20-Oct-16	07-Nov-16
 VCS-ISP-028cZ	SA.Safety	Confined Space Monitor Calibration and Testing - Rev00 - C-Res2	14-Nov-16	22-Nov-16	11-Nov-16	14-Nov-16
 VCS-ISP-028d	SA.Safety	Confined Space Monitor Calibration and Testing - Rev00 - Approval	23-Nov-16	08-Dec-16	15-Nov-16	13-Dec-16
 VCS-ISP-029cX	SA.Safety	Competent Person Designation and Approval Process - Rev00 - C-QR	25-Oct-16	21-Nov-16	25-Oct-16	17-Nov-16
 VCS-ISP-029cY	SA.Safety	Competent Person Designation and Approval Process - Rev00 - C-5059	25-Oct-16	21-Nov-16	25-Oct-16	17-Nov-16
 VCS-ISP-029cZ	SA.Safety	Competent Person Designation and Approval Process - Rev00 - C-Res2	22-Nov-16	12-Dec-16	17-Nov-16	07-Dec-16
 VCS-NL-121c01	NL06.NL-Barwick	REGULATORY COMMITMENT MANAGEMENT - Rev00 - Review	01-Nov-16	01-Dec-16	30-Nov-16	30-Dec-16
 VCS-PRA-0001a	E67.Sajjad-PRA	PRA - Fault Tree Analysis - Rev00 - Preparation	01-Nov-16	07-Nov-16	31-Oct-16	02-Nov-16
 VCS-PRA-0001b	E67.Sajjad-PRA	PRA - Fault Tree Analysis - Rev00 - Draft	08-Nov-16	30-Nov-16	11-Nov-16	14-Nov-16
 VCS-PRA-0002a	E67.Sajjad-PRA	PRA - Event Tree Analysis - Rev00 - Preparation	08-Nov-16	14-Nov-16	11-Nov-16	11-Nov-16
 VCS-PRA-0002b	E67.Sajjad-PRA	PRA - Event Tree Analysis - Rev00 - Draft	15-Nov-16	07-Dec-16	14-Nov-16	14-Nov-16
 VCS-PRA-0003a	E67.Sajjad-PRA	PRA - Quantification - Rev00 - Preparation	15-Nov-16	21-Nov-16	21-Nov-16	22-Nov-16
 VCS-PRA-0003b	E67.Sajjad-PRA	PRA - Quantification - Rev00 - Draft	22-Nov-16	14-Dec-16	01-May-17	19-May-17
 VCS-PRA-0005a	E65.Tampas-PRA	PRA - Data Updates With Emphasis on Bayesian Updating - Rev00 - Preparation	28-Nov-16	02-Dec-16	28-Nov-16	02-Dec-16
 VCS-PRA-0008a	E65.Tampas-PRA	PRA - Model Updates - Rev00 - Preparation	08-Nov-16	14-Nov-16	21-Nov-16	21-Nov-16
 VCS-PRA-0008b	E65.Tampas-PRA	PRA - Model Updates - Rev00 - Draft	15-Nov-16	07-Dec-16	01-May-17	19-May-17
 VCS-PRA-0009a	E66.Vickery-PRA	PRA - SeIect Tasks - Rev00 - Preparation	21-Nov-16	29-Nov-16	15-Nov-16	17-Nov-16
 VCS-PRA-0009b	E66.Vickery-PRA	PRA - SeIect Tasks - Rev00 - Draft	30-Nov-16	20-Dec-16	01-May-17	19-May-17
 VCS-PRA-0017a	E65.Tampas-PRA	PROBABILISTIC RISK ASSESSMENT ACTIVITIES - Rev00 - Preparation	15-Nov-16	21-Nov-16	21-Nov-16	21-Nov-16
 VCS-PRA-0017b	E65.Tampas-PRA	PROBABILISTIC RISK ASSESSMENT ACTIVITIES - Rev00 - Draft	22-Nov-16	14-Dec-16	01-May-17	19-May-17
 VCS-QSG-011b	QA.Quality Assurance	Employee Concern Program Process - Rev00 - Draft	21-Oct-16	17-Nov-16	21-Oct-16	29-Nov-16
 VCS-QSG-011c01	QA.Quality Assurance	Employee Concern Program Process - Rev00 - Review	18-Nov-16	20-Dec-16	29-Nov-16	05-Jan-17
 VCS-QSG-012CW	QA.Quality Assurance	Collegial Review Process - Rev00 - C-Res1	25-Oct-16	02-Nov-16	25-Oct-16	29-Nov-16
 VCS-QSG-012CX	QA.Quality Assurance	Collegial Review Process - Rev00 - C-QR	03-Nov-16	22-Nov-16	30-Nov-16	19-Dec-16
 VCS-QSG-012CY	QA.Quality Assurance	Collegial Review Process - Rev00 - C-5059	03-Nov-16	22-Nov-16	30-Nov-16	19-Dec-16
 VCS-QSG-012CZ	QA.Quality Assurance	Collegial Review Process - Rev00 - C-Res2	23-Nov-16	05-Dec-16	30-Nov-16	30-Dec-16
 VCS-QSG-013b	QA.Quality Assurance	Audit Vulnerability Review Process - Rev00 - Draft	21-Oct-16	17-Nov-16	21-Oct-16	30-Nov-16
 VCS-QSG-013c01	QA.Quality Assurance	Audit Vulnerability Review Process - Rev00 - Review	18-Nov-16	20-Dec-16	30-Nov-16	05-Jan-17
 VCS-QSG-014b	QA.Quality Assurance	In-Processing of Supplemental Personnel - Rev00 - Draft	21-Oct-16	17-Nov-16	21-Oct-16	30-Nov-16
 VCS-QSG-014c01	QA.Quality Assurance	In-Processing of Supplemental Personnel - Rev00 - Review	18-Nov-16	20-Dec-16	30-Nov-16	05-Jan-17
 VCS-QSG-015b	QA.Quality Assurance	Audit Checklist Development - Rev00 - Draft	21-Oct-16	17-Nov-16	21-Oct-16	28-Nov-16
 VCS-QSG-015c01	QA.Quality Assurance	Audit Checklist Development - Rev00 - Review	18-Nov-16	20-Dec-16	29-Nov-16	05-Jan-17
 VCS-QSG-028b	QC.Quality Control	Duty QC Responsibilities - Rev00 - Draft	30-Nov-16	07-Dec-16	18-Nov-16	02-Dec-16
 VCS-QSG-031b	QA.Quality Assurance	Assessor Orientation - Rev00 - Draft	01-Nov-16	14-Nov-16	28-Nov-16	30-Nov-16
 VCS-QSG-031c01	QA.Quality Assurance	Assessor Orientation - Rev00 - Review	15-Nov-16	15-Dec-16	29-Nov-16	12-Jan-17
 VCS-QSP-005CW	QA.Quality Assurance	Release to Work - Rev00 - C-Res1	26-Oct-16	03-Nov-16	26-Oct-16	29-Nov-16
 VCS-QSP-005CX	QA.Quality Assurance	Release to Work - Rev00 - C-QR	04-Nov-16	23-Nov-16	29-Nov-16	20-Dec-16
 VCS-QSP-005CY	QA.Quality Assurance	Release to Work - Rev00 - C-5059	04-Nov-16	23-Nov-16	29-Nov-16	20-Dec-16
 VCS-QSP-005CZ	QA.Quality Assurance	Release to Work - Rev00 - C-Res2	28-Nov-16	06-Dec-16	30-Nov-16	03-Jan-17
 VCS-QSP-101CW	QA.Quality Assurance	Stop Work - Rev00 - C-Res1	25-Oct-16	02-Nov-16	25-Oct-16	29-Nov-16
 VCS-QSP-101CX	QA.Quality Assurance	Stop Work - Rev00 - C-QR	03-Nov-16	22-Nov-16	30-Nov-16	19-Dec-16
 VCS-QSP-101CY	QA.Quality Assurance	Stop Work - Rev00 - C-5059	03-Nov-16	22-Nov-16	30-Nov-16	19-Dec-16
 VCS-QSP-101CZ	QA.Quality Assurance	Stop Work - Rev00 - C-Res2	23-Nov-16	05-Dec-16	30-Nov-16	06-Dec-16
 VCS-QSP-204b	QC.Quality Control	Quality Control Inspection - Rev00 - Draft	16-Sep-16	21-Nov-16	16-Sep-16	19-Dec-16
 VCS-QSP-204c01	QC.Quality Control	Quality Control Inspection - Rev00 - Review	22-Nov-16	22-Dec-16	20-Dec-16	20-Jan-17
 VCS-QSP-207b	QC.Quality Control	Equipment Control - Rev00 - Draft	31-Oct-16	29-Nov-16	31-Oct-16	22-Dec-16
 VCS-QSP-207c01	QC.Quality Control	Equipment Control - Rev00 - Review	30-Nov-16	30-Dec-16	27-Dec-16	25-Jan-17
 VCS-QSP-212b	QC.Quality Control	Guidelines For ASME Part And Component Replacement - Rev00 - Draft	07-Sep-16	11-Nov-16	07-Sep-16	08-Dec-16
 VCs-QSP-212c01	QC.Quality Control	Guidelines For ASME Part And Component Replacement - Rev00 - Review	14-Nov-16	14-Dec-16	09-Dec-16	11-Jan-17
 VCS-QSP-214b	QC.Quality Control	Guidelines For ASME Activities - Rev00 - Draft	21-Oct-16	16-Nov-16	21-Oct-16	16-Dec-16
 VCS-QSP-214c01	QC.Quality Control	Guidelines For ASME Activities - Rev00 - Review	17-Nov-16	19-Dec-16	19-Dec-16	19-Jan-17
 VCS-QSP-215c01	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - Review	31-Aug-16	11-Nov-16	09-Dec-16	06-Jan-17
 VCS-QSP-215CW	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - C-Res1	14-Nov-16	15-Nov-16	09-Jan-17	10-Jan-17
 VCS-QSP-215CX	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - C-QR	16-Nov-16	18-Nov-16	11-Jan-17	13-Jan-17
 VCS-QSP-215CY	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - C-5059	16-Nov-16	16-Nov-16	11-Jan-17	11-Jan-17
 VCS-QSP-215CZ	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - C-Res2	21-Nov-16	22-Nov-16	16-Jan-17	17-Jan-17
 VCS-QSP-215d	QC.Quality Control	Quality Control Observation Of Station Activities - Rev00 - Approval	23-Nov-16	23-Nov-16	18-Jan-17	18-Jan-17
 VCS-QSP-217b	QC.Quality Control	Thermal Data Collection Program - Rev00 - Draft	17-Nov-16	13-Dec-16	21-Jun-17	17-Jul-17
 VCS-QSP-501b	QC.Quality Control	Solvent Removable Liquid Penetrant - Rev00 - Draft	02-Sep-16	11-Nov-16	02-Sep-16	13-Dec-16
 VCS-QSP-501c01	QC.Quality Control	Solvent Removable Liquid Penetrant - Rev00 - Review	14-Nov-16	14-Dec-16	14-Dec-16	16-Jan-17
 VCS-QSP-502b	QC.Quality Control	Water Washable Or Post Emulsifiable Liquid Penetrant - Rev00 - Draft	31-Oct-16	22-Nov-16	31-Oct-16	19-Dec-16
 VCS-QSP-502c01	QC.Quality Control	Water Washable Or Post Emulsifiable Liquid Penetrant - Rev00 - Review	23-Nov-16	27-Dec-16	20-Dec-16	20-Jan-17
 VCS-QSP-503b	QC.Quality Control	High Temperature Liquid Penetrant Examination - Rev00 - Draft	23-Nov-16	19-Dec-16	20-Dec-16	16-Jan-17
 VCS-QSP-514c01	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - Review	31-Aug-16	11-Nov-16	09-Dec-16	10-Jan-17
 VCS-QSP-514CW	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - C-Res1	14-Nov-16	15-Nov-16	11-Jan-17	12-Jan-17
 VCS-QSP-514CX	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - C-QR	16-Nov-16	21-Nov-16	13-Jan-17	18-Jan-17
 VCS-QSP-514CY	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - C-5059	16-Nov-16	16-Nov-16	13-Jan-17	13-Jan-17
 VCS-QSP-514CZ	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - C-Res2	22-Nov-16	23-Nov-16	19-Jan-17	20-Jan-17
 VCS-QSP-514d	QC.Quality Control	Qualification Of Welders And Welding Programs - Rev00 - Approval	28-Nov-16	28-Nov-16	23-Jan-17	23-Jan-17
 VCS-REP-106.010d	E56.Castellino-F&A	REACTOR VESSEL FOREIGN OBJECT SEARCH AND RETRIEVAL - Rev00 - Approval	01-Aug-16	01-Nov-16	01-Aug-16	01-Feb-17
 VCS-REP-106.017d	E56.Castellino-F&A	NON-FAILED FUEL SURVEILLANCE AND INSPECTION - Rev00 - Approval	21-Sep-16	11-Nov-16	21-Sep-16	01-Feb-17
 VCS-REP-106.018d	E56.Castellino-F&A	FUEL CLADDING CORROSION AND CRUD - Rev00 - Approval	21-Sep-16	11-Nov-16	21-Sep-16	01-Feb-17
 VCS-REP-106.019d	E56.Castellino-F&A	GRID TO ROD FRETTING - Rev00 - Approval	21-Sep-16	11-Nov-16	21-Sep-16	01-Feb-17
 VCS-REP-106.020d	E56.Castellino-F&A	PELLET-CLADDING INTERACTION - Rev00 - Approval	21-Sep-16	11-Nov-16	21-Sep-16	01-Feb-17
 VCS-REP-107.019d	E56.Castellino-F&A	CORE ALIGNMENT VERIFICATION INSPECTION - Rev00 - Approval	26-Jul-16	01-Nov-16	26-Jul-16	01-Feb-17
 VCS-SAP-0139c01	DM05.DM Ops	DOCUMENT REVIEW AND APPROVAL PROCESS - Rev01 - Review	01-Nov-16	01-Dec-16	01-Dec-16	03-Jan-17
 VCS-SAP-0154c01	E56.Castellino-F&A	FAILED FUEL ACTION PLAN - Rev00 - Review	06-Jul-16	07-Nov-16	06-Jul-16	07-Nov-16
 VCS-SAP-0154cW	E56.Castellino-F&A	FAILED FUEL ACTION PLAN - Rev00 - C-Res1	08-Nov-16	16-Nov-16	07-Nov-16	08-Nov-16
 VCS-SAP-0154cX	E56.Castellino-F&A	FAILED FUEL ACTION PLAN - Rev00 - C-QR	17-Nov-16	08-Dec-16	08-Nov-16	13-Dec-16
 VCS-SAP-0154cY	E56.Castellino-F&A	FAILED FUEL ACTION PLAN - Rev00 - C-5059	17-Nov-16	08-Dec-16	08-Nov-16	13-Dec-16
 VCS-SAP-0503a	HP.HP	Reimbursement of Confiscated Personal Clothing - Rev00 - Preparation	03-Jul-17	08-Aug-17	01-Nov-16	01-Nov-16
 VCS-SAP-0503b	HP.HP	Reimbursement of Confiscated Personal Clothing - Rev00 - Draft	09-Aug-17	20-Sep-17	02-Nov-16	02-Nov-16
 VCS-SAP-0503c	HP.HP	Reimbursement of Confiscated Personal Clothing - Rev00 - Review	21-Sep-17	19-Oct-17	03-Nov-16	03-Nov-16
 VCS-SAP-0503cW	HP.HP	Reimbursement of Confiscated Personal Clothing - Rev00 - C-Res1	20-Oct-17	30-Oct-17	04-Nov-16	05-Dec-16
 VCS-SAP-1102CX	QA.Quality Assurance	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-QR	01-Nov-16	18-Nov-16	22-Nov-16	30-Nov-16
 VCS-SAP-1102CY	QA.Quality Assurance	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-5059	01-Nov-16	18-Nov-16	22-Nov-16	05-Dec-16
 VCS-SAP-1102CZ	QA.Quality Assurance	Statement of Responsibilities and Expectations, Quality Systems - Rev00 - C-Res2	21-Nov-16	01-Dec-16	28-Nov-16	28-Dec-16
 VCS-SAP-1162c01	NL05.NL-Sanders	NRC Inspection Preparation and Response - Rev00 - Review	03-Nov-16	05-Dec-16	01-Nov-16	09-Dec-16
 VCS-SAP-1292d	E56.Castellino-F&A	NUCLEAR FUEL RELIABILITY PROGRAM - Rev00 - Approval	28-Jun-16	01-Nov-16	28-Jun-16	01-Feb-17
 VCS-SAP-1306c01	QA.Quality Assurance	EMPLOYEE CONCERNS PROGRAM - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	29-Nov-16
 VCS-SAP-1306cW	QA.Quality Assurance	EMPLOYEE CONCERNS PROGRAM - Rev00 - C-Res1	22-Nov-16	02-Dec-16	30-Nov-16	08-Dec-16
 VCS-SAP-1315d	A1.M&P	PROCESS REQUIREMENTS FOR OBTAINING SERVICES - Rev00 - Approval	24-Oct-16	30-Nov-16	24-Oct-16	30-Dec-16
 VCS-SAP-1350a	J1.OD&P	SAG-01 Self Assessment Guidelines - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCS-SAP-1350Aa	J1.OD&P	Self Assessment Review Board - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCS-SAP-1350Ab	J1.OD&P	Self Assessment Review Board- Draft	15-Nov-16	16-Jan-17	22-Nov-16	23-Feb-17
 VCS-SAP-1350b	J1.OD&P	SAG-01 Self Assessment Guidelines - Rev00 - Draft	15-Nov-16	16-Dec-16	22-Nov-16	23-Feb-17
 VCS-SAP-1350Ca	J1.OD&P	Nuclear Safety Culture Monitoring - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCS-SAP-1350Cb	J1.OD&P	Nuclear Safety Culture Monitoring - Rev00 - Draft	15-Nov-16	16-Dec-16	22-Nov-16	23-Feb-17
 VCS-SAP-1352Aa	J1.OD&P	Station Human Performance Advisory Committee - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCS-SAP-1352Ab	J1.OD&P	Station Human Performance Advisory Committee - Rev00 - Draft	15-Nov-16	16-Dec-16	22-Nov-16	23-Feb-17
 VCS-SAP-1353a	J1.OD&P	Trending and Station Deficiencies - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1353b	J1.OD&P	Trending and Station Deficiencies - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1353d	J1.OD&P	Trending and Station Deficiencies - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1354a	J1.OD&P	Management, Observation and worker interface - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1354b	J1.OD&P	Management, Observation and worker interface - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1354d	J1.OD&P	Management, Observation and worker interface - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1355a	J1.OD&P	Benchmarking Process - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCS-SAP-1355b	J1.OD&P	Benchmarking Process - Rev00 - Draft	15-Nov-16	16-Dec-16	22-Nov-16	23-Feb-17
 VCS-SAP-1357a	J1.OD&P	CHANGE MANAGEMENT PROGRAM - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1357b	J1.OD&P	CHANGE MANAGEMENT PROGRAM - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1357d	J1.OD&P	CHANGE MANAGEMENT PROGRAM - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1358a	J1.OD&P	V.C. Summer Station Performance Improvement Process - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1358b	J1.OD&P	V.C. Summer Station Performance Improvement Process - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1358d	J1.OD&P	V.C. Summer Station Performance Improvement Process - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1359a	J1.OD&P	Preparation for INPO Plant Evaluations - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1359b	J1.OD&P	Preparation for INPO Plant Evaluations - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1359d	J1.OD&P	Preparation for INPO Plant Evaluations - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1360a	J1.OD&P	NRC and INPO WANO Performance Indicators - Rev00 - Preparation	20-Oct-16	03-Nov-16	20-Oct-16	22-Nov-16
 VCS-SAP-1360b	J1.OD&P	NRC and INPO WANO Performance Indicators - Rev00 - Draft	04-Nov-16	28-Nov-16	23-Nov-16	23-Feb-17
 VCS-SAP-1360d	J1.OD&P	NRC and INPO WANO Performance Indicators - Rev00 - Approval	29-Nov-16	19-Dec-16	01-Mar-17	29-Mar-17
 VCS-SAP-1600cW	QA.Quality Assurance	Nuclear Safety Review Committee - Rev00 - C-Res1	01-Nov-16	09-Nov-16	28-Nov-16	06-Dec-16
 VCS-SAP-1600cX	QA.Quality Assurance	Nuclear Safety Review Committee - Rev00 - C-QR	10-Nov-16	01-Dec-16	29-Nov-16	28-Dec-16
 VCS-SAP-1600cY	QA.Quality Assurance	Nuclear Safety Review Committee - Rev00 - C-5059	10-Nov-16	01-Dec-16	29-Nov-16	28-Dec-16
 VCS-SPP-0006b	N1.NPS	RECORDS CONTROL - Rev00 - Draft	17-Oct-16	07-Nov-16	17-Oct-16	04-Nov-16
 VCS-SPP-0006c	N1.NPS	RECORDS CONTROL - Rev00 - Review	08-Nov-16	08-Dec-16	11-Nov-16	13-Dec-16
 VCS-SPP-0008b	N1.NPS	CONDUCT OF SECURITY MAINTENANCE ACTIVITIES - Rev00 - Draft	01-Nov-16	14-Nov-16	01-Mar-17	01-Mar-17
 VCS-SPP-0008c	N1.NPS	CONDUCT OF SECURITY MAINTENANCE ACTIVITIES - Rev00 - Review	15-Nov-16	15-Dec-16	02-Mar-17	30-Mar-17
 VCS-SPP-0012c	N1.NPS	10CFR50.54 (P) EVALUATION PROCESS - Rev00 - Review	01-Nov-16	01-Dec-16	07-Nov-16	21-Dec-16
 VCS-SPP-0013b	N1.NPS	10CFR73.58 SCREENING AND EVALUATIONS - Rev00 - Draft	17-Oct-16	07-Nov-16	17-Oct-16	24-Oct-16
 VCS-SPP-0013c	N1.NPS	10CFR73.58 SCREENING AND EVALUATIONS - Rev00 - Review	08-Nov-16	08-Dec-16	07-Nov-16	21-Dec-16
